City_Rank_by_Population(2021),State,State_Abbrieviation,City,Median_Typical_Home_Value,Observation_Date,Source
1,New York,NY,New York,460824,1/1/2011,https://www.zillow.com/research/data/
1,New York,NY,New York,453166.5,1/1/2012,https://www.zillow.com/research/data/
1,New York,NY,New York,467125.5,1/1/2013,https://www.zillow.com/research/data/
1,New York,NY,New York,499898,1/1/2014,https://www.zillow.com/research/data/
1,New York,NY,New York,526189,1/1/2015,https://www.zillow.com/research/data/
1,New York,NY,New York,564503.5,1/1/2016,https://www.zillow.com/research/data/
1,New York,NY,New York,609639,1/1/2017,https://www.zillow.com/research/data/
1,New York,NY,New York,657625,1/1/2018,https://www.zillow.com/research/data/
1,New York,NY,New York,674181.5,1/1/2019,https://www.zillow.com/research/data/
1,New York,NY,New York,674022.5,1/1/2020,https://www.zillow.com/research/data/
1,New York,NY,New York,706417,1/1/2021,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,435480,1/1/2011,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,427431,1/1/2012,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,509581.5,1/1/2013,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,560058.5,1/1/2014,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,592037,1/1/2015,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,639353.5,1/1/2016,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,681041.5,1/1/2017,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,740088,1/1/2018,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,749090,1/1/2019,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,792644,1/1/2020,https://www.zillow.com/research/data/
2,California,CA,Los Angeles,937656.5,1/1/2021,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,188293.5,1/1/2011,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,172570,1/1/2012,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,181089.5,1/1/2013,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,197298,1/1/2014,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,207696.5,1/1/2015,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,219346,1/1/2016,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,234363.5,1/1/2017,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,244208,1/1/2018,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,248326,1/1/2019,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,252159.5,1/1/2020,https://www.zillow.com/research/data/
3,Illinois,IL,Chicago,282580,1/1/2021,https://www.zillow.com/research/data/
4,Texas,TX,Houston,124864,1/1/2011,https://www.zillow.com/research/data/
4,Texas,TX,Houston,124078,1/1/2012,https://www.zillow.com/research/data/
4,Texas,TX,Houston,134300.5,1/1/2013,https://www.zillow.com/research/data/
4,Texas,TX,Houston,148960,1/1/2014,https://www.zillow.com/research/data/
4,Texas,TX,Houston,164574,1/1/2015,https://www.zillow.com/research/data/
4,Texas,TX,Houston,171800.5,1/1/2016,https://www.zillow.com/research/data/
4,Texas,TX,Houston,179082,1/1/2017,https://www.zillow.com/research/data/
4,Texas,TX,Houston,186486.5,1/1/2018,https://www.zillow.com/research/data/
4,Texas,TX,Houston,195305,1/1/2019,https://www.zillow.com/research/data/
4,Texas,TX,Houston,202412,1/1/2020,https://www.zillow.com/research/data/
4,Texas,TX,Houston,229725.5,1/1/2021,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,112204,1/1/2011,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,126599,1/1/2012,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,160519,1/1/2013,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,178221.5,1/1/2014,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,190565,1/1/2015,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,206447.5,1/1/2016,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,222031.5,1/1/2017,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,239211,1/1/2018,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,251377,1/1/2019,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,277370.5,1/1/2020,https://www.zillow.com/research/data/
5,Arizona,AZ,Phoenix,359291.5,1/1/2021,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,135741,1/1/2011,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,129322.5,1/1/2012,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,129270,1/1/2013,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,129916.5,1/1/2014,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,134176.5,1/1/2015,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,137178.5,1/1/2016,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,146778.5,1/1/2017,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,164287.5,1/1/2018,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,178344.5,1/1/2019,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,189607,1/1/2020,https://www.zillow.com/research/data/
6,Pennsylvania,PA,Philadelphia,218388.5,1/1/2021,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,138430.5,1/1/2011,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,139092,1/1/2012,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,143721.5,1/1/2013,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,153554,1/1/2014,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,163299,1/1/2015,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,175554.5,1/1/2016,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,186086,1/1/2017,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,196600,1/1/2018,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,207037.5,1/1/2019,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,212575,1/1/2020,https://www.zillow.com/research/data/
7,Texas,TX,San Antonio,246945,1/1/2021,https://www.zillow.com/research/data/
8,California,CA,San Diego,433018.5,1/1/2011,https://www.zillow.com/research/data/
8,California,CA,San Diego,428818,1/1/2012,https://www.zillow.com/research/data/
8,California,CA,San Diego,507243,1/1/2013,https://www.zillow.com/research/data/
8,California,CA,San Diego,541555.5,1/1/2014,https://www.zillow.com/research/data/
8,California,CA,San Diego,557815.5,1/1/2015,https://www.zillow.com/research/data/
8,California,CA,San Diego,590133,1/1/2016,https://www.zillow.com/research/data/
8,California,CA,San Diego,634886,1/1/2017,https://www.zillow.com/research/data/
8,California,CA,San Diego,676508,1/1/2018,https://www.zillow.com/research/data/
8,California,CA,San Diego,689258,1/1/2019,https://www.zillow.com/research/data/
8,California,CA,San Diego,726759.5,1/1/2020,https://www.zillow.com/research/data/
8,California,CA,San Diego,909939.5,1/1/2021,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,130076.5,1/1/2011,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,128011.5,1/1/2012,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,134944,1/1/2013,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,145377.5,1/1/2014,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,159655.5,1/1/2015,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,176023.5,1/1/2016,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,195097.5,1/1/2017,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,218016,1/1/2018,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,234389.5,1/1/2019,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,240299,1/1/2020,https://www.zillow.com/research/data/
9,Texas,TX,Dallas,277199.5,1/1/2021,https://www.zillow.com/research/data/
10,California,CA,San Jose,527956.5,1/1/2011,https://www.zillow.com/research/data/
10,California,CA,San Jose,552563.5,1/1/2012,https://www.zillow.com/research/data/
10,California,CA,San Jose,677070,1/1/2013,https://www.zillow.com/research/data/
10,California,CA,San Jose,739466.5,1/1/2014,https://www.zillow.com/research/data/
10,California,CA,San Jose,822023.5,1/1/2015,https://www.zillow.com/research/data/
10,California,CA,San Jose,880424,1/1/2016,https://www.zillow.com/research/data/
10,California,CA,San Jose,937162.5,1/1/2017,https://www.zillow.com/research/data/
10,California,CA,San Jose,1157092,1/1/2018,https://www.zillow.com/research/data/
10,California,CA,San Jose,1066964,1/1/2019,https://www.zillow.com/research/data/
10,California,CA,San Jose,1109449.5,1/1/2020,https://www.zillow.com/research/data/
10,California,CA,San Jose,1311137.5,1/1/2021,https://www.zillow.com/research/data/
11,Texas,TX,Austin,226502,1/1/2011,https://www.zillow.com/research/data/
11,Texas,TX,Austin,235254,1/1/2012,https://www.zillow.com/research/data/
11,Texas,TX,Austin,259171,1/1/2013,https://www.zillow.com/research/data/
11,Texas,TX,Austin,289027,1/1/2014,https://www.zillow.com/research/data/
11,Texas,TX,Austin,312608,1/1/2015,https://www.zillow.com/research/data/
11,Texas,TX,Austin,338906,1/1/2016,https://www.zillow.com/research/data/
11,Texas,TX,Austin,354855,1/1/2017,https://www.zillow.com/research/data/
11,Texas,TX,Austin,369228.5,1/1/2018,https://www.zillow.com/research/data/
11,Texas,TX,Austin,386678.5,1/1/2019,https://www.zillow.com/research/data/
11,Texas,TX,Austin,416094.5,1/1/2020,https://www.zillow.com/research/data/
11,Texas,TX,Austin,590289,1/1/2021,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,123201,1/1/2011,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,115980,1/1/2012,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,127215.5,1/1/2013,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,139686,1/1/2014,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,146252.5,1/1/2015,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,156798,1/1/2016,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,169940.5,1/1/2017,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,186007.5,1/1/2018,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,196951,1/1/2019,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,207243,1/1/2020,https://www.zillow.com/research/data/
12,Florida,FL,Jacksonville,245425,1/1/2021,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,117898,1/1/2011,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,119160.5,1/1/2012,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,125279.5,1/1/2013,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,135146.5,1/1/2014,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,147109,1/1/2015,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,162457.5,1/1/2016,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,180216,1/1/2017,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,198376,1/1/2018,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,208476,1/1/2019,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,217147.5,1/1/2020,https://www.zillow.com/research/data/
13,Texas,TX,Fort Worth,258910,1/1/2021,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,113589.5,1/1/2011,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,106262.5,1/1/2012,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,108055,1/1/2013,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,114738,1/1/2014,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,122822,1/1/2015,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,131862,1/1/2016,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,145376.5,1/1/2017,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,158895.5,1/1/2018,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,173569,1/1/2019,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,187836,1/1/2020,https://www.zillow.com/research/data/
14,Ohio,OH,Columbus,222232.5,1/1/2021,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,98012,1/1/2011,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,98261.5,1/1/2012,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,101841.5,1/1/2013,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,112446.5,1/1/2014,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,112882,1/1/2015,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,117379.5,1/1/2016,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,127929.5,1/1/2017,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,140086.5,1/1/2018,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,150651,1/1/2019,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,162216,1/1/2020,https://www.zillow.com/research/data/
15,Indiana,IN,Indianapolis,190764,1/1/2021,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,157550.5,1/1/2011,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,153282.5,1/1/2012,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,163528.5,1/1/2013,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,175227.5,1/1/2014,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,182745,1/1/2015,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,197891,1/1/2016,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,215533,1/1/2017,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,236953,1/1/2018,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,250490,1/1/2019,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,267463.5,1/1/2020,https://www.zillow.com/research/data/
16,North Carolina,NC,Charlotte,319755,1/1/2021,https://www.zillow.com/research/data/
17,California,CA,San Francisco,711068,1/1/2011,https://www.zillow.com/research/data/
17,California,CA,San Francisco,733017.5,1/1/2012,https://www.zillow.com/research/data/
17,California,CA,San Francisco,892435,1/1/2013,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1010879.5,1/1/2014,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1122676.5,1/1/2015,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1230189,1/1/2016,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1282075,1/1/2017,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1461953,1/1/2018,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1459591,1/1/2019,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1477349.5,1/1/2020,https://www.zillow.com/research/data/
17,California,CA,San Francisco,1561610,1/1/2021,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,391745,1/1/2011,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,399671,1/1/2012,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,458092,1/1/2013,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,493790.5,1/1/2014,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,542547.5,1/1/2015,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,626880.5,1/1/2016,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,709651,1/1/2017,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,792132,1/1/2018,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,762979,1/1/2019,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,797407,1/1/2020,https://www.zillow.com/research/data/
18,Washington,WA,Seattle,912606.5,1/1/2021,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,250184.5,1/1/2011,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,257608.5,1/1/2012,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,287382.5,1/1/2013,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,318815.5,1/1/2014,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,355412.5,1/1/2015,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,398738,1/1/2016,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,436280,1/1/2017,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,475024.5,1/1/2018,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,488204,1/1/2019,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,501642.5,1/1/2020,https://www.zillow.com/research/data/
19,Colorado,CO,Denver,578828,1/1/2021,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,112144.5,1/1/2011,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,112089.5,1/1/2012,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,113710,1/1/2013,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,118487.5,1/1/2014,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,122418,1/1/2015,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,125649.5,1/1/2016,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,129587,1/1/2017,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,133338,1/1/2018,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,138410,1/1/2019,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,148449,1/1/2020,https://www.zillow.com/research/data/
20,Oklahoma,OK,Oklahoma City,168685,1/1/2021,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,165655.5,1/1/2011,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,163942.5,1/1/2012,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,172640.5,1/1/2013,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,185574,1/1/2014,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,201001.5,1/1/2015,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,227862.5,1/1/2016,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,256457.5,1/1/2017,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,278166,1/1/2018,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,288852,1/1/2019,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,308220.5,1/1/2020,https://www.zillow.com/research/data/
21,Tennessee,TN,Nashville,356685.5,1/1/2021,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,127252.5,1/1/2011,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,124843,1/1/2012,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,125589.5,1/1/2013,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,125633,1/1/2014,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,125087,1/1/2015,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,126011.5,1/1/2016,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,131395,1/1/2017,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,132041,1/1/2018,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,139505.5,1/1/2019,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,143517.5,1/1/2020,https://www.zillow.com/research/data/
22,Texas,TX,El Paso,168171,1/1/2021,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,441241,1/1/2011,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,450616,1/1/2012,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,512987,1/1/2013,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,583238,1/1/2014,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,580347.5,1/1/2015,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,612070,1/1/2016,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,640452,1/1/2017,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,670384,1/1/2018,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,711088.5,1/1/2019,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,727580.5,1/1/2020,https://www.zillow.com/research/data/
23,District of Columbia,DC,Washington,785795.5,1/1/2021,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,363006.5,1/1/2011,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,367203.5,1/1/2012,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,402936,1/1/2013,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,442052,1/1/2014,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,471728,1/1/2015,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,521015.5,1/1/2016,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,565071.5,1/1/2017,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,602747.5,1/1/2018,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,624970.5,1/1/2019,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,636921.5,1/1/2020,https://www.zillow.com/research/data/
24,Massachusetts,MA,Boston,701742,1/1/2021,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,138601,1/1/2011,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,135262.5,1/1/2012,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,171396,1/1/2013,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,199594.5,1/1/2014,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,212247,1/1/2015,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,226930,1/1/2016,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,242796.5,1/1/2017,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,282068.5,1/1/2018,https://www.zillow.com/research/data/
25,Nevada,NV,Las Vegas,298345,1/1/2019,https://www.zillow.com/research/data/
